freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db
5805,-102,34,60,400,27,13,57
5805,-102,42,62,399,26,15,60
5805,-102,48,63,398,26,13,60
5805,-102,31,61,399,27,13,58
5805,-102,35,62,398,26,12,59
5805,-102,33,62,399,26,15,59
5805,-102,35,61,399,27,13,58
5805,-102,47,62,399,26,11,59
5805,-102,33,60,401,28,12,58
5805,-102,39,60,400,27,15,58
5805,-102,46,61,400,27,13,58
5805,-102,27,60,400,27,13,58
5805,-102,39,60,400,27,13,58
5805,-102,44,61,400,27,15,58
5805,-102,33,60,400,27,14,57
5805,-102,35,60,400,28,12,58
5805,-102,45,61,399,26,17,58
5805,-102,58,62,399,26,15,60
5805,-102,28,59,401,27,14,57
5805,-102,38,60,400,27,13,58
5805,-102,51,63,397,25,12,59
5805,-102,48,62,398,25,15,59
5805,-102,59,63,397,25,13,61
5805,-102,42,61,399,27,16,59
5805,-102,32,61,399,27,14,59
5805,-102,37,61,399,25,15,59
5805,-102,47,61,399,27,13,59
5805,-102,46,63,398,25,14,59
5805,-102,50,61,400,28,15,58
5805,-102,38,60,400,27,16,57
5805,-102,44,60,400,27,15,58
5805,-102,37,61,399,26,14,59
5805,-102,37,61,400,27,13,59
5805,-102,55,62,399,25,12,60
5805,-102,31,59,402,29,16,57
5805,-102,24,59,401,28,14,57
5805,-102,40,61,400,27,16,58
5805,-102,34,60,400,26,15,58
5805,-102,39,61,400,27,13,58
5805,-102,36,60,401,28,13,58
5805,-102,39,61,399,27,14,58
5805,-102,31,60,401,27,14,58
5805,-102,34,60,400,28,13,58
5805,-102,44,61,400,27,14,59
5805,-102,33,60,401,27,15,58
5805,-102,37,61,399,26,15,59
5805,-102,47,61,400,27,14,59
5805,-102,39,59,401,28,13,56
5805,-102,38,61,400,26,18,59
5805,-102,26,59,402,29,15,57
5805,-102,44,62,399,27,15,59
5805,-102,43,60,400,27,15,57
5805,-102,30,61,399,27,15,59
5805,-102,33,61,399,26,14,59
5805,-102,34,60,400,28,14,58
5805,-102,37,61,400,27,14,59
5805,-102,43,61,400,26,15,59
5805,-102,33,60,400,28,13,58
5805,-102,34,60,401,27,16,59
5805,-102,47,61,400,26,14,59
5805,-102,56,61,400,26,16,59
5805,-102,43,60,400,27,13,58
5805,-102,54,62,399,26,15,60
5805,-102,31,60,400,28,15,58
5805,-102,40,61,399,26,16,58
5805,-102,47,61,399,26,12,58
5805,-102,36,62,398,25,16,59
5805,-102,38,60,400,28,16,58
5805,-102,38,61,400,27,14,59
5805,-102,51,61,399,26,12,59
5805,-102,32,61,399,28,15,59
5805,-102,36,60,401,28,16,58
5805,-102,37,60,400,28,14,58
5805,-102,43,62,399,25,15,60
5805,-102,44,61,399,27,16,59
5805,-102,39,61,400,24,15,58
5805,-102,32,60,400,28,15,58
5805,-102,51,62,399,25,13,59
5805,-102,33,60,400,28,13,57
5805,-102,38,61,400,26,13,58
5805,-102,36,61,399,26,12,58
5805,-102,35,60,400,27,13,58
5805,-102,37,61,400,27,15,59
5805,-102,42,62,399,26,15,59
5805,-102,34,60,401,28,14,57
5805,-102,43,61,399,25,13,58
5805,-102,33,61,400,26,13,59
5805,-102,39,61,400,26,15,59
5805,-102,55,62,398,25,17,59
5805,-102,42,61,399,26,14,59
5805,-102,29,60,400,26,16,58
5805,-102,45,59,401,28,16,57
5805,-102,25,60,401,28,14,58
5805,-102,35,60,401,27,16,58
5805,-102,36,61,400,27,17,59
5805,-102,34,60,400,28,15,58
5805,-102,36,62,399,27,13,59
5805,-102,40,60,401,27,14,58
5805,-102,39,60,401,27,16,58
5805,-102,54,62,399,25,15,59
5805,-102,36,61,399,25,14,59
5805,-102,37,60,400,28,14,57
5805,-102,44,60,400,27,15,57
5805,-102,36,61,399,27,15,59
5805,-102,33,61,400,27,17,58
5805,-102,34,60,401,27,11,57
5805,-102,41,60,400,28,16,58
5805,-102,30,60,401,27,14,57
5805,-102,32,60,400,25,16,58
5805,-102,31,61,399,26,14,59
5805,-102,57,62,399,25,18,60
5805,-102,35,62,398,26,14,59
5805,-102,40,61,400,26,16,59
5805,-102,44,61,400,27,17,59
5805,-102,42,62,399,26,14,60
5805,-102,43,60,401,29,17,58
5805,-102,47,60,400,26,17,58
5805,-102,38,61,399,27,15,58
5805,-102,42,60,400,28,14,57
5805,-102,36,61,400,27,13,58
