freq1,noise,max_magnitude,total_gain_db,base_pwr_db,rssi,relpwr_db,avgpwr_db
5805,-107,51,84,382,6,10,53
5805,-107,42,84,382,5,9,53
5805,-107,48,84,382,5,8,54
5805,-107,45,84,382,5,8,52
5805,-107,55,84,382,4,9,53
5805,-107,51,84,382,5,9,53
5805,-107,47,84,382,5,10,53
5805,-107,60,84,382,5,10,54
5805,-107,46,84,382,6,11,54
5805,-107,49,84,382,5,11,54
5805,-107,51,84,382,4,8,53
5805,-107,51,84,382,5,11,54
5805,-107,45,84,382,4,8,53
5805,-107,56,84,382,4,9,54
5805,-107,60,84,382,5,10,53
5805,-107,56,84,382,6,9,54
5805,-107,44,84,382,5,11,53
5805,-107,46,84,382,5,10,53
5805,-107,46,84,382,5,10,54
5805,-107,43,84,382,6,8,52
5805,-107,50,84,382,4,9,53
5805,-107,43,84,382,4,10,54
5805,-107,47,84,382,4,10,54
5805,-107,52,84,382,5,10,54
5805,-107,46,84,382,4,10,54
5805,-107,53,84,382,3,9,54
5805,-107,57,84,382,5,8,52
5805,-107,54,84,382,5,10,54
5805,-107,52,84,382,6,9,53
5805,-107,56,84,382,4,8,53
5805,-107,50,84,382,4,9,53
5805,-107,55,84,382,5,11,53
5805,-107,36,84,382,5,8,53
5805,-107,47,84,382,5,10,53
5805,-107,47,84,382,5,11,54
5805,-107,58,84,382,5,9,53
5805,-107,56,84,382,5,10,54
5805,-107,47,84,382,4,10,54
5805,-107,53,84,382,6,9,53
5805,-107,60,84,382,5,10,54
5805,-107,54,84,382,5,9,53
5805,-107,61,84,382,5,10,54
5805,-107,51,84,382,5,12,54
5805,-107,48,84,382,3,9,53
5805,-107,44,84,382,5,9,53
5805,-107,57,84,382,4,8,53
5805,-107,52,84,382,4,10,53
5805,-107,45,84,382,4,8,53
5805,-107,56,84,382,6,8,54
5805,-107,67,84,382,5,9,54
5805,-107,38,84,382,5,10,53
5805,-107,49,84,382,6,10,53
5805,-107,50,84,382,5,9,53
5805,-107,56,84,382,5,11,55
5805,-107,43,84,382,4,10,53
5805,-107,48,84,382,5,8,53
5805,-107,48,84,382,4,10,53
5805,-107,45,84,382,4,8,54
5805,-107,50,84,382,5,10,54
5805,-107,45,84,382,5,10,53
5805,-107,53,84,382,6,11,54
5805,-107,36,84,382,4,8,54
5805,-107,41,84,382,4,10,54
5805,-107,47,84,382,5,10,54
5805,-107,48,84,382,5,10,54
5805,-107,57,84,382,6,10,54
5805,-107,42,84,382,5,10,53
5805,-107,53,84,382,6,8,53
5805,-107,55,84,382,6,9,54
5805,-107,52,84,382,5,9,54
5805,-107,54,84,382,4,9,53
5805,-107,55,84,382,5,9,54
5805,-107,53,84,382,5,9,53
5805,-107,43,84,382,4,9,54
5805,-107,48,84,382,6,9,54
5805,-107,45,84,382,5,10,54
5805,-107,43,84,382,5,11,54
5805,-107,55,84,382,5,10,54
5805,-107,44,84,382,5,11,54
5805,-107,50,84,382,5,10,54
5805,-107,54,84,382,5,10,54
5805,-107,41,84,382,5,10,53
5805,-107,33,84,382,5,10,53
5805,-107,37,84,382,6,10,53
5805,-107,61,84,382,5,12,55
5805,-107,60,84,382,4,10,53
5805,-107,50,84,382,4,11,54
5805,-107,49,84,382,5,10,54
5805,-107,50,84,382,5,10,53
5805,-107,48,84,382,4,9,53
5805,-107,55,84,382,6,11,54
5805,-107,55,84,382,5,9,53
5805,-107,48,84,382,5,10,54
5805,-107,51,84,382,5,8,53
5805,-107,48,84,382,5,8,54
5805,-107,60,84,382,6,9,53
5805,-107,51,84,382,5,9,53
5805,-107,52,84,382,4,11,54
5805,-107,54,84,382,5,9,53
5805,-107,56,84,382,5,10,53
5805,-107,45,84,382,4,8,53
5805,-107,36,84,382,4,9,54
5805,-107,32,84,382,6,9,53
5805,-107,46,84,382,5,12,54
5805,-107,46,84,382,5,11,54
5805,-107,48,84,382,5,11,54
5805,-107,47,84,382,6,10,54
5805,-107,56,84,382,6,10,53
5805,-107,61,84,382,5,7,53
5805,-107,43,84,382,4,10,54
5805,-107,45,84,382,5,10,53
5805,-107,53,84,382,6,11,54
5805,-107,58,84,382,4,9,54
5805,-107,50,84,382,6,9,53
5805,-107,45,84,382,5,10,54
5805,-107,51,84,382,5,10,54
5805,-107,47,84,382,4,10,54
5805,-107,51,84,382,4,9,53
5805,-107,60,84,382,5,10,54
5805,-107,58,84,382,4,9,54
5805,-107,58,84,382,4,12,53
5805,-107,37,84,382,5,7,52
5805,-107,44,84,382,5,9,53
5805,-107,55,84,382,6,10,53
5805,-107,54,84,382,5,10,53
5805,-107,52,84,382,4,11,55
5805,-107,58,84,382,5,10,54
5805,-107,59,84,382,4,10,54
5805,-107,52,84,382,5,11,54
5805,-107,50,84,382,5,10,54
5805,-107,58,84,382,5,11,53
5805,-107,56,84,382,5,11,54
5805,-107,49,84,382,5,10,53
5805,-107,56,84,382,5,11,54
5805,-107,60,84,382,5,9,53
5805,-107,64,84,382,5,9,53
5805,-107,54,84,382,4,9,53
5805,-107,49,84,382,5,8,53
5805,-107,55,84,382,6,8,53
5805,-107,45,84,382,5,8,53
5805,-107,61,84,382,5,8,54
5805,-107,53,84,382,4,10,54
5805,-107,39,84,382,6,8,54
5805,-107,57,84,382,5,9,53
5805,-107,45,84,382,5,10,53
5805,-107,50,84,382,5,10,54
5805,-107,50,84,382,5,9,53
5805,-107,51,84,382,5,8,53
5805,-107,45,84,382,5,11,54
5805,-107,54,84,382,5,10,53
5805,-107,48,84,382,5,11,54
5805,-107,52,84,382,5,9,53
5805,-107,53,84,382,6,8,53
5805,-107,59,84,382,5,10,54
5805,-107,60,84,382,6,11,54
5805,-107,41,84,382,5,9,52
5805,-107,43,84,382,4,10,53
5805,-107,54,84,382,5,8,53
5805,-107,54,84,382,6,10,53
5805,-107,44,84,382,5,11,54
5805,-107,49,84,382,5,11,54
5805,-107,53,84,382,5,10,53
5805,-107,53,84,382,5,11,54
5805,-107,53,84,382,5,10,53
5805,-107,47,84,382,5,10,53
5805,-107,59,84,382,5,8,52
5805,-107,54,84,382,4,10,54
5805,-107,51,84,382,4,10,53
5805,-107,47,84,382,5,10,53
5805,-107,49,84,382,6,8,53
5805,-107,54,84,382,5,10,54
5805,-107,52,84,382,4,10,53
5805,-107,57,84,382,6,10,54
5805,-107,59,84,382,6,7,53
5805,-107,49,84,382,5,8,53
5805,-107,53,84,382,6,10,54
5805,-107,47,84,382,4,10,54
5805,-107,49,84,382,6,11,54
5805,-107,46,84,382,6,8,51
5805,-107,43,84,382,5,9,54
5805,-107,50,84,382,5,9,53
5805,-107,44,84,382,4,10,53
5805,-107,49,84,382,5,10,54
5805,-107,44,84,382,6,8,53
5805,-107,44,84,382,4,9,54
5805,-107,49,84,382,5,9,53
5805,-107,42,84,382,5,9,53
5805,-107,52,84,382,6,9,53
5805,-107,43,84,382,5,8,52
5805,-107,42,84,382,5,11,54
5805,-107,51,84,382,4,9,54
5805,-107,49,84,382,5,9,53
5805,-107,52,84,382,5,11,55
5805,-107,49,84,382,4,10,54
5805,-107,49,84,382,5,7,53
5805,-107,45,84,382,6,8,53
5805,-107,49,84,382,5,7,53
5805,-107,42,84,382,6,9,54
5805,-107,46,84,382,6,10,54
5805,-107,60,84,382,5,9,53
5805,-107,50,84,382,6,8,53
5805,-107,53,84,382,5,10,54
5805,-107,52,84,382,5,7,54
5805,-107,53,84,382,5,9,54
5805,-107,52,84,382,5,7,53
5805,-107,41,84,382,5,9,53
5805,-107,49,84,382,4,10,53
5805,-107,50,84,382,5,11,54
5805,-107,47,84,382,6,8,53
5805,-107,45,84,382,6,10,54
5805,-107,49,84,382,5,10,54
5805,-107,49,84,382,5,11,54
5805,-107,44,84,382,5,9,53
5805,-107,45,84,382,5,8,53
5805,-107,52,84,382,4,8,53
5805,-107,53,84,382,4,9,54
5805,-107,50,84,382,6,11,54
5805,-107,43,84,382,6,11,53
5805,-107,47,84,382,5,9,54
5805,-107,52,84,382,5,11,54
5805,-107,44,84,382,4,8,53
5805,-107,44,84,382,5,8,53
5805,-107,59,84,382,6,9,53
5805,-107,65,84,382,5,10,54
5805,-107,51,84,382,6,11,53
5805,-107,44,84,382,6,10,54
5805,-107,55,84,382,5,9,53
5805,-107,43,84,382,5,9,53
5805,-107,38,84,382,6,9,53
5805,-107,57,84,382,5,10,53
5805,-107,60,84,382,5,10,54
5805,-107,47,84,382,5,9,53
5805,-107,42,84,382,7,8,53
5805,-107,42,84,382,5,11,54
5805,-107,48,84,382,6,11,53
5805,-107,38,84,382,4,9,54
5805,-107,59,84,382,5,9,53
5805,-107,46,84,382,3,10,53
5805,-107,52,84,382,5,7,53
5805,-107,59,84,382,5,10,53
5805,-107,48,84,382,5,9,54
5805,-107,55,84,382,4,9,53
5805,-107,52,84,382,5,7,53
5805,-107,51,84,382,4,11,54
5805,-107,38,84,382,5,10,54
5805,-107,57,84,382,6,10,54
5805,-107,44,84,382,6,9,54
5805,-107,49,84,382,5,11,54
5805,-107,42,84,382,5,8,53
5805,-107,37,84,382,5,9,53
5805,-107,44,84,382,5,8,53
5805,-107,54,84,382,6,10,54
5805,-107,61,84,382,5,11,54
5805,-107,59,84,382,3,9,53
5805,-107,45,84,382,6,10,54
5805,-107,60,84,382,4,8,53
5805,-107,41,84,382,5,9,53
5805,-107,66,84,382,4,12,54
5805,-107,57,84,382,4,10,54
5805,-107,47,84,382,5,9,53
5805,-107,50,84,382,4,9,53
5805,-107,56,84,382,4,9,54
5805,-107,56,84,382,5,8,54
5805,-107,46,84,382,4,10,53
5805,-107,61,84,382,5,10,54
5805,-107,56,84,382,4,10,53
5805,-107,46,84,382,4,9,53
5805,-107,56,84,382,5,7,53
5805,-107,40,84,382,5,10,53
5805,-107,50,84,382,5,9,52
5805,-107,56,84,382,5,9,54
5805,-107,58,84,382,5,9,54
5805,-107,51,84,382,5,10,53
5805,-107,56,84,382,5,11,54
5805,-107,43,84,382,6,10,54
5805,-107,45,84,382,4,10,54
5805,-107,63,84,382,4,9,53
5805,-107,49,84,382,5,10,53
5805,-107,51,84,382,5,10,54
5805,-107,42,84,382,5,11,54
5805,-107,55,84,382,3,8,53
5805,-107,51,84,382,5,8,53
5805,-107,60,84,382,4,10,54
5805,-107,62,84,382,6,8,53
5805,-107,45,84,382,5,9,53
5805,-107,48,84,382,6,8,53
5805,-107,40,84,382,5,9,54
5805,-107,55,84,382,6,9,53
5805,-107,51,84,382,5,11,54
5805,-107,47,84,382,5,11,54
5805,-107,44,84,382,5,10,53
5805,-107,37,84,382,5,12,54
5805,-107,42,84,382,4,10,53
5805,-107,44,84,382,5,8,54
5805,-107,54,84,382,5,10,54
5805,-107,49,84,382,6,10,53
5805,-107,49,84,382,5,10,54
5805,-107,50,84,382,5,9,53
5805,-107,50,84,382,6,9,53
5805,-107,45,84,382,5,10,54
5805,-107,50,84,382,7,10,54
5805,-107,50,84,382,5,8,54
5805,-107,43,84,382,5,10,54
5805,-107,54,84,382,5,9,53
5805,-107,50,84,382,4,9,53
5805,-107,57,84,382,5,10,54
5805,-107,43,84,382,4,11,54
5805,-107,52,84,382,4,10,53
5805,-107,56,84,382,4,9,54
5805,-107,54,84,382,4,10,52
5805,-107,49,84,382,5,11,54
5805,-107,50,84,382,6,10,54
5805,-107,51,84,382,4,11,53
5805,-107,45,84,382,6,10,54
5805,-107,60,84,382,5,9,54
5805,-107,50,84,382,3,9,53
5805,-107,57,84,382,5,10,54
5805,-107,42,84,382,7,9,53
5805,-107,54,84,382,6,9,53
5805,-107,54,84,382,6,9,54
5805,-107,59,84,382,5,9,53
5805,-107,45,84,382,5,11,54
5805,-107,47,84,382,4,9,54
5805,-107,41,84,382,5,8,54
5805,-107,53,84,382,5,9,54
5805,-107,32,84,382,5,11,54
5805,-107,46,84,382,6,8,54
5805,-107,55,84,382,5,9,53
5805,-107,35,84,382,5,11,55
5805,-107,40,84,382,5,9,53
5805,-107,57,84,382,5,9,54
5805,-107,56,84,382,6,9,53
5805,-107,48,84,382,5,10,54
5805,-107,46,84,382,5,10,54
5805,-107,56,84,382,6,8,53
5805,-107,74,84,382,5,10,53
5805,-107,53,84,382,4,9,53
5805,-107,43,84,382,4,11,54
5805,-107,51,84,382,5,10,54
5805,-107,57,84,382,6,9,54
5805,-107,52,84,382,4,9,53
5805,-107,50,84,382,4,9,53
5805,-107,41,84,382,4,11,53
5805,-107,42,84,382,4,9,53
5805,-107,50,84,382,5,9,53
5805,-107,44,84,382,5,9,53
5805,-107,49,84,382,5,10,55
5805,-107,33,84,382,4,10,53
5805,-107,36,84,382,5,10,53
5805,-107,45,84,382,5,10,54
5805,-107,43,84,382,5,10,53
5805,-107,39,84,382,6,7,52
